sound,person,word,utter,phoneme,part_word,poa_prev,moa_prev,poa_next,moa_next,f1,f2,time,start,end,duration,ln_f1,ln_f2,norm_f1,norm_f2
T_POKEMAN_total_-72,E,mbwɩ,u2,i,root,labial,glide,none,none,328.1409961,1988.541515,548.0991859,102.8878877,548.047742,548.1506299,5.793443382,7.595156742,-0.369226618,0.317996742
T_POKEMAN_total_203,E,mi,u3,i,root,labial,nasal,none,none,316.2492715,1993.822474,1418.582093,193.2658798,1416.54346,1416.736726,5.756530736,7.597808916,-0.406139264,0.320648916
T_POKEMAN_total_203,E,mi,u1,i,root,labial,nasal,none,none,293.3062077,2003.30702,1416.640093,160,1414.776726,1414.936726,5.681217141,7.602554604,-0.481452859,0.325394604
T_POKEMAN_total_203,E,mi,u2,i,root,labial,nasal,none,none,296.7120145,2024.11224,1417.858726,181.6040143,1415.691122,1415.872726,5.69276202,7.612886483,-0.46990798,0.335726483
T_POKEMAN_total_206,E,muti,u1,i,root,dental,stop,none,none,233.2402065,1997.833134,1433.407332,108.4108798,1432.521483,1432.629894,5.452068852,7.599818439,-0.710601148,0.322658439
T_POKEMAN_total_206,E,muti,u2,i,root,dental,stop,none,none,245.0836997,1998.814932,1434.145831,135.442498,1433.339611,1433.475053,5.501599784,7.60030975,-0.661070216,0.32314975
T_POKEMAN_total_206,E,muti,u3,i,root,dental,stop,none,none,236.5131362,2020.886968,1435.076274,140.9561681,1434.075353,1434.21631,5.466003751,7.611291787,-0.696666249,0.334131787
T_POKEMAN_total_207,E,mwi,u1,i,root,labial,glide,none,none,400.1906506,1685.582193,1447.497726,78,1445.506726,1445.584726,5.99194106,7.429866298,-0.17072894,0.152706298
T_POKEMAN_total_207,E,mwi,u2,i,root,labial,glide,none,none,418.9090978,1791.172139,1448.912726,72,1446.544726,1446.616726,6.037653946,7.490625511,-0.125016054,0.213465511
T_POKEMAN_total_215,E,ɲeri,u3,i,root,dental,thrill,none,none,402.3941725,1852.702285,1507.907726,131.8598159,1506.964866,1507.096726,5.997432137,7.524400547,-0.165237863,0.247240547
T_POKEMAN_total_215,E,ɲeri,u2,i,root,dental,thrill,none,none,404.9960618,1886.512556,1507.030796,125.1935452,1506.099532,1506.224726,6.003877343,7.542485195,-0.158792657,0.265325195
T_POKEMAN_total_215,E,ɲeri,u1,i,root,dental,thrill,none,none,424.0127983,1910.382923,1506.162129,147.6364236,1505.101089,1505.248726,6.049763639,7.555058984,-0.112906361,0.277898984
T_POKEMAN_total_218,E,niine,u2,i,root,dental,nasal,dental,nasal,324.2010017,1929.447909,1534.247145,83.50223705,1533.354308,1533.43781,5.781363699,7.564989183,-0.381306301,0.287829183
T_POKEMAN_total_218,E,niine,u3,i,root,dental,nasal,dental,nasal,326.3383554,1945.729003,1535.03504,65.23612269,1534.214527,1534.279763,5.787934743,7.573391995,-0.374735257,0.296231995
T_POKEMAN_total_218,E,niine,u1,i,root,dental,nasal,dental,nasal,328.7520017,1949.484641,1533.396059,60.3035991,1532.430726,1532.491029,5.795303672,7.57532033,-0.367366328,0.29816033
T_POKEMAN_total_219,E,nile,u1,i,root,dental,nasal,dental,lateral,318.9910398,1945.184952,1539.137396,76.87578962,1537.992805,1538.06968,5.765163014,7.573112343,-0.397506986,0.295952343
T_POKEMAN_total_219,E,nile,u3,i,root,dental,nasal,dental,lateral,314.152055,1967.174684,1540.623038,94.37793974,1540.092726,1540.187104,5.74987712,7.584353622,-0.41279288,0.307193622
T_POKEMAN_total_219,E,nile,u2,i,root,dental,nasal,dental,lateral,320.7647017,1995.136524,1540.139915,85.34035189,1539.094726,1539.180066,5.770707838,7.59846776,-0.391962162,0.32130776
T_POKEMAN_total_220,E,niŋi ,u2,i,root,dental,nasal,velar,nasal,332.7595025,1935.244117,1545.863835,65.81209781,1544.949682,1545.015494,5.807420014,7.567988756,-0.355249986,0.290828756
T_POKEMAN_total_220,E,niŋi ,u3,i,root,dental,nasal,velar,nasal,334.9017495,1939.616322,1546.304046,61.64300564,1545.833013,1545.894656,5.813837204,7.57024546,-0.348832796,0.29308546
T_POKEMAN_total_220,E,niŋi ,u3,i,root,velar,nasal,none,none,371.522387,2024.14518,1546.50617,79.91921592,1545.968806,1546.048726,5.917609123,7.612902757,-0.245060877,0.335742757
T_POKEMAN_total_220,E,niŋi ,u2,i,root,velar,nasal,none,none,354.0237815,2080.373363,1546.008766,101.6216216,1545.079371,1545.180993,5.86936409,7.640302658,-0.29330591,0.363142658
T_POKEMAN_total_220,E,niŋi ,u1,i,root,velar,nasal,none,none,354.4946286,2117.241658,1545.130182,101.6216216,1544.110986,1544.212607,5.870693194,7.657869416,-0.291976806,0.380709416
T_POKEMAN_total_220,E,ŋniŋi,u3,i,root,dental,nasal,velar,nasal,369.0465517,2023.098856,1553.719393,61.99733017,1552.774728,1552.836726,5.910922792,7.612385702,-0.251747208,0.335225702
T_POKEMAN_total_220,E,ŋniŋi,u3,i,root,velar,nasal,none,none,387.8242343,2071.578478,1559.116501,99.90931591,1552.901886,1553.001795,5.960552233,7.636066145,-0.202117767,0.358906145
T_POKEMAN_total_-37,E,ocin,u3,i,root,palatal,affricate,dental,nasal,311.6834976,1923.154019,244.965909,64.8962691,244.9334608,244.9983571,5.741988242,7.561721835,-0.420681758,0.284561835
T_POKEMAN_total_-37,E,ocin,u2,i,root,palatal,affricate,dental,nasal,295.9350583,1926.855431,244.1311041,66.26641767,244.0979709,244.1642373,5.690140033,7.563644643,-0.472529967,0.286484643
T_POKEMAN_total_231,E,owi,u3,i,root,labial,glide,none,none,248.8254129,2110.452574,1664.934726,68.13742372,1664.311491,1664.379628,5.516751498,7.654657694,-0.645918502,0.377497694
T_POKEMAN_total_231,E,owi,u2,i,root,labial,glide,none,none,286.9768629,2126.117038,1664.345559,147.170625,1663.365555,1663.512726,5.659401595,7.662052608,-0.503268405,0.384892608
T_POKEMAN_total_232,E,oyi,u2,i,root,palatal,glide,none,none,247.2546164,2006.175874,1668.805415,117.2528565,1667.899473,1668.016726,5.510418641,7.603985639,-0.652251359,0.326825639
T_POKEMAN_total_232,E,oyi,u3,i,root,palatal,glide,none,none,251.4659973,2012.738815,1669.462059,118.6208399,1668.746105,1668.864726,5.527307781,7.607251668,-0.635362219,0.330091668
T_POKEMAN_total_232,E,oyi,u1,i,root,palatal,glide,none,none,246.7384362,2020.651908,1667.958099,144.5488565,1666.944177,1667.088726,5.508328813,7.611175465,-0.654341187,0.334015465
T_POKEMAN_total_233,E,pagi,u3,i,root,velar,stop,none,none,414.0720473,1869.522052,1674.277129,139.7980398,1673.524928,1673.664726,6.026039986,7.53343809,-0.136630014,0.25627809
T_POKEMAN_total_233,E,pagi,u2,i,root,velar,stop,none,none,398.6931898,1906.641374,1673.594827,159.8384318,1672.656887,1672.816726,5.988192173,7.55309853,-0.174477827,0.27593853
T_POKEMAN_total_233,E,pagi,u1,i,root,velar,stop,none,none,412.4532592,1952.134652,1672.736806,159.8384318,1671.680887,1671.840726,6.022122888,7.576678746,-0.140547112,0.299518746
T_POKEMAN_total_237,E,pi,u1,i,root,labial,stop,none,none,273.3185128,2003.361412,1698.700726,286.6563707,1696.578069,1696.864726,5.610637829,7.602581755,-0.552032171,0.325421755
T_POKEMAN_total_170,E,suiri,u1,i,root ,dental,fricative,dental,thrill,266.9969087,1462.201098,1101.9788,50.0503812,1100.960726,1101.010776,5.58723708,7.287698181,-0.57543292,0.010538181
T_POKEMAN_total_170,E,suiri,u1,i,root,dental,thrill,none,none,260.7778508,1958.224848,1102.133665,87.97758719,1101.050547,1101.138524,5.563668899,7.579793652,-0.599001101,0.302633652
T_POKEMAN_total_170,E,suiri,u3,i,root,dental,thrill,none,none,260.6684835,1980.182169,1115.053482,137.3896567,1102.918185,1103.055574,5.563249422,7.590944124,-0.599420578,0.313784124
T_POKEMAN_total_170,E,suiri,u3,i,root ,dental,fricative,dental,thrill,228.9943655,2001.697944,1114.866073,73.51551807,1102.761512,1102.835028,5.433697398,7.601751071,-0.728972602,0.324591071
T_POKEMAN_total_170,E,suiri,u2,i,root,dental,thrill,none,none,252.4959542,2099.637954,1102.986879,126.5431049,1102.070393,1102.196936,5.531395226,7.649520206,-0.631274774,0.372360206
T_POKEMAN_total_251,E,tiʔ,u3,i,root,dental,stop,glottal,stop,252.8721048,1900.672706,1817.724459,187.3080549,1816.312899,1816.500207,5.532883846,7.549963158,-0.629786154,0.272803158
T_POKEMAN_total_251,E,tiʔ,u2,i,root,dental,stop,glottal,stop,254.1652547,1911.07921,1817.009461,200.1268794,1815.411616,1815.611742,5.537984665,7.555423393,-0.624685335,0.278263393
T_POKEMAN_total_251,E,tiʔ,u1,i,root,dental,stop,glottal,stop,236.9402325,1917.43395,1816.406553,198.8915283,1814.44669,1814.645582,5.467807926,7.558743087,-0.694862074,0.281583087
T_POKEMAN_total_257,E,yi,u2,i,root,palatal,glide,none,none,262.5515014,1929.12216,1867.578726,168,1865.752726,1865.920726,5.570447259,7.564820339,-0.592222741,0.287660339
T_POKEMAN_total_257,E,yi,u1,i,root,palatal,glide,none,none,278.8077357,1946.652286,1866.712726,147.0826989,1864.774222,1864.921305,5.630522425,7.5738664,-0.532147575,0.2967064
T_POKEMAN_total_257,E,yi,u3,i,root,palatal,glide,none,none,255.3293698,1963.116054,1868.338827,192,1866.616726,1866.808726,5.542554358,7.582288313,-0.620115642,0.305128313
T_POKEMAN_total_-15,E, ɩbɔmbwa,u1,ɩ,pref,none,none,labial,stop,319.7547381,2008.161657,52.98854428,55.63730957,52.96072562,53.01636293,5.767554258,7.604974984,-0.395115742,0.327814984
T_POKEMAN_total_-15,E, ɩbɔmbwa,u2,ɩ,pref,none,none,labial,stop,297.46407,2166.567413,53.90989036,42.32948025,53.88872562,53.9310551,5.695293445,7.680899357,-0.467376555,0.403739357
T_POKEMAN_total_-15,E, ɩbɔmbwa,u3,ɩ,pref,none,none,labial,stop,299.3084109,2241.521862,54.8248106,33.39897668,54.80811111,54.84151009,5.701474516,7.714910317,-0.461195484,0.437750317
T_POKEMAN_total_182,E, kabwɩɲansɛ ,u3,ɩ,root,labial,glide,palatal,nasal,464.6215383,1195.070737,1191.00271,32.48414422,1190.672661,1190.705146,6.141223178,7.085960657,-0.021446822,-0.191199343
T_POKEMAN_total_182,E, kabwɩɲansɛ ,u2,ɩ,root,labial,glide,palatal,nasal,405.8722874,1254.95242,1189.944834,31.58180688,1189.614014,1189.645596,6.006038547,7.134852938,-0.156631453,-0.142307062
T_POKEMAN_total_182,E, kabwɩɲansɛ ,u1,ɩ,root,labial,glide,palatal,nasal,374.4964622,1270.948107,1188.767561,58.13923539,1188.385194,1188.443334,5.925582356,7.147518442,-0.237087644,-0.129641558
T_POKEMAN_total_172,E,awalɩ ,u1,ɩ,root ,dental,lateral,none,none,408.3580186,1884.66475,1120.756487,109.8109098,1119.770378,1119.880189,6.012144286,7.541505233,-0.150525714,0.264345233
T_POKEMAN_total_172,E,awalɩ ,u2,ɩ,root ,dental,lateral,none,none,437.0206859,1892.582155,1121.682467,141.8619646,1120.850864,1120.992726,6.07998053,7.545697395,-0.08268947,0.268537395
T_POKEMAN_total_172,E,awalɩ ,u3,ɩ,root ,dental,lateral,none,none,407.321244,1937.948662,1122.787241,156.2354919,1121.77249,1121.928726,6.009602171,7.569385302,-0.153067829,0.292225302
T_POKEMAN_total_-16,E,bɔrɩ,u3,ɩ,root,dental,thrill,none,none,432.9375808,1675.627189,59.79386254,173.7261657,59.70699946,59.88072562,6.070593562,7.423942815,-0.092076438,0.146782815
T_POKEMAN_total_-16,E,bɔrɩ,u1,ɩ,root,dental,thrill,none,none,474.8315641,1691.312523,57.95248093,147.5106099,57.87872562,58.02623623,6.162960139,7.433260147,0.000290139,0.156100147
T_POKEMAN_total_-16,E,bɔrɩ,u2,ɩ,root,dental,thrill,none,none,445.3130311,1698.714858,58.97518678,131.0776887,58.90964793,59.04072562,6.098777476,7.437627278,-0.063892524,0.160467278
T_POKEMAN_total_-17,E,bənɛ,u2,ɩ,root,labial,stop,dental,nasal,404.4285947,1279.187777,64.68926363,42.1003861,64.66821344,64.71031382,6.002475194,7.153980606,-0.160194806,-0.123179394
T_POKEMAN_total_-17,E,bənɛ,u1,ɩ,root,labial,stop,dental,nasal,404.7446972,1322.856752,63.64494184,31.93822394,63.62897273,63.66091095,6.003256491,7.187548883,-0.159413509,-0.089611117
T_POKEMAN_total_-17,E,bənɛ,u3,ɩ,root,labial,stop,dental,nasal,384.0734491,1337.015001,65.61017023,44.22215622,65.58805915,65.63228131,5.950833808,7.198194797,-0.211836192,-0.078965203
T_POKEMAN_total_-34,E,caŋɩ,u3,ɩ,root,velar,nasal,none,none,388.3687623,1887.638617,218.0239267,145.5977608,217.9511279,218.0967256,5.961955307,7.543081918,-0.200714693,0.265921918
T_POKEMAN_total_-34,E,caŋɩ,u2,ɩ,root,velar,nasal,none,none,420.2138412,1938.195508,217.1787256,172,217.0927256,217.2647256,6.040763727,7.569512669,-0.121906273,0.292352669
T_POKEMAN_total_-34,E,caŋɩ,u1,ɩ,root,velar,nasal,none,none,465.8204737,1952.171073,216.1705809,102.5285916,216.1193166,216.2218452,6.14380031,7.576697403,-0.01886969,0.299537403
T_POKEMAN_total_-35,E,carɩ,u2,ɩ,root,dental,thrill,none,none,435.3750694,1772.888159,222.7492971,123.3976834,222.6875982,222.8109959,6.076207888,7.480365224,-0.086462112,0.203205224
T_POKEMAN_total_-35,E,carɩ,u1,ɩ,root,dental,thrill,none,none,405.4146707,1815.855548,221.9602501,128.951071,221.8957746,222.0247256,6.004910422,7.504312012,-0.157759578,0.227152012
T_POKEMAN_total_-54,E,ɔɲɩ ,u3,ɩ, root ,palatal,nasal,none,none,339.5580205,2068.323185,392.663186,121.2699631,392.602551,392.723821,5.827644832,7.634493502,-0.335025168,0.357333502
T_POKEMAN_total_-54,E,ɔɲɩ ,u2,ɩ, root ,palatal,nasal,none,none,351.6030134,2079.09368,391.8286496,111.5683661,391.7728654,391.8844338,5.862502736,7.639687347,-0.300167264,0.362527347
T_POKEMAN_total_-54,E,ɔɲɩ ,u1,ɩ, root ,palatal,nasal,none,none,311.2471033,2219.073117,390.8117925,129.3546274,390.7471152,390.8764699,5.740587141,7.704844873,-0.422082859,0.427684873
T_POKEMAN_total_-55,E,ɔɲɩn,u3,ɩ, root ,palatal,nasal,dental,nasal,498.3992237,1757.279059,399.1165214,80.40846849,399.0763172,399.1567256,6.21140141,7.471521903,0.04873141,0.194361903
T_POKEMAN_total_-55,E,ɔɲɩn,u2,ɩ, root ,palatal,nasal,dental,nasal,459.7226794,1783.636001,398.2502632,68.92476661,398.2158009,398.2847256,6.130623437,7.486409257,-0.032046563,0.209249257
T_POKEMAN_total_-60,E,ɔsɩ,u2,ɩ,root,dental,fricative,none,none,406.3961249,1814.959595,431.5016167,157.9214166,431.422656,431.5805774,6.007328361,7.503818485,-0.155341639,0.226658485
T_POKEMAN_total_-60,E,ɔsɩ,u3,ɩ,root,dental,fricative,none,none,394.2797367,1895.377261,432.4472245,142.4725824,432.3759882,432.5184608,5.977060649,7.54717318,-0.185609351,0.27001318
T_POKEMAN_total_-60,E,ɔsɩ,u1,ɩ,root,dental,fricative,none,none,403.4559114,1911.870115,430.4615771,140.7560452,430.3911991,430.5319551,6.000067216,7.55583716,-0.162602784,0.27867716
T_POKEMAN_total_-61,E,ɔsɩn,u2,ɩ,root,dental,fricative,dental,nasal,522.7323913,1338.952733,444.6382939,96.12607967,444.5902309,444.686357,6.259069653,7.199643045,0.096399653,-0.077516955
T_POKEMAN_total_-61,E,ɔsɩn,u3,ɩ,root,dental,fricative,dental,nasal,507.4648409,1355.449757,445.5221291,65.71527394,445.4892715,445.5549868,6.22942743,7.211888602,0.06675743,-0.065271398
T_POKEMAN_total_-61,E,ɔsɩn,u1,ɩ,root,dental,fricative,dental,nasal,546.9870702,1360.521567,443.7042707,108.1418396,443.6501998,443.7583416,6.304425164,7.21562341,0.141755164,-0.06153659
T_POKEMAN_total_-63,E,darɩsɩn,u1,ɩ,root,dental,fricative,dental,nasal,408.0529145,1498.132448,470.4873417,70.76793155,470.4519577,470.5227256,6.011396858,7.311974577,-0.151273142,0.034814577
T_POKEMAN_total_-63,E,darɩsɩn,u2,ɩ,root,dental,fricative,dental,nasal,392.3484454,1542.569678,471.4170787,61.33061575,471.3864134,471.447744,5.972150336,7.341204927,-0.190519664,0.064044927
T_POKEMAN_total_-63,E,darɩsɩn,u3,ɩ,root,dental,thrill,dental,fricative,358.3091006,1557.961647,472.1053372,57.92335932,472.0763756,472.1342989,5.881396023,7.351133609,-0.281273977,0.073973609
T_POKEMAN_total_-63,E,darɩsɩn,u1,ɩ,root,dental,thrill,dental,fricative,434.2426102,1586.894109,470.2969275,64.73787218,470.2645586,470.3292965,6.073603388,7.369533994,-0.089066612,0.092373994
T_POKEMAN_total_-63,E,darɩsɩn,u2,ɩ,root,dental,thrill,dental,fricative,442.2217776,1625.888302,471.2290275,76.26377291,471.1908956,471.2671594,6.091811516,7.393809593,-0.070858484,0.116649593
T_POKEMAN_total_-68,E,fʋŋ gafwi li,u1,ɩ,root,labial,glide,none,none,394.8809814,1431.399734,497.3204792,46.47534999,497.2972415,497.3437169,5.978584407,7.266408079,-0.184085593,-0.010751921
T_POKEMAN_total_-68,E,fʋŋ gafwi li,u2,ɩ,root,labial,glide,none,none,396.7614356,1598.587765,498.6096753,57.47736709,498.5809367,498.638414,5.983335182,7.376875872,-0.179334818,0.099715872
T_POKEMAN_total_-68,E,fʋŋ gafwi li,u3,ɩ,root,labial,glide,none,none,414.4272235,1648.172032,499.7213275,57.31517198,499.6926699,499.7499851,6.026897383,7.407422093,-0.135772617,0.130262093
T_POKEMAN_total_-68,E,fʋŋ gafwi li,u1,ɩ,root,dental,lateral,none,none,410.7719765,1799.298247,497.4237577,98.11462775,497.3747004,497.4728151,6.018038259,7.495152005,-0.144631741,0.217992005
T_POKEMAN_total_-68,E,fʋŋ gafwi li,u2,ɩ,root,dental,lateral,none,none,411.1810382,1801.306738,498.7332725,113.6064111,498.6764693,498.7900757,6.0190336,7.496267646,-0.1436364,0.219107646
T_POKEMAN_total_-68,E,fʋŋ gafwi li,u3,ɩ,root,dental,lateral,none,none,399.3632584,1834.795837,499.8506892,113.1085456,499.7941349,499.9072435,5.989871425,7.514688494,-0.172798575,0.237528494
T_POKEMAN_total_-70,E,fwiʔ,u2,ɩ,root,labial,glide,glottal,stop,382.2290008,1620.801138,531.3217924,123.2603283,531.2601622,531.3834225,5.946019908,7.390675836,-0.216650092,0.113515836
T_POKEMAN_total_-70,E,fwiʔ,u1,ɩ,root,labial,glide,glottal,stop,367.5124506,1645.23274,530.4479635,123.2603283,530.3863333,530.5095937,5.906757197,7.405637136,-0.255912803,0.128477136
T_POKEMAN_total_-70,E,fwiʔ,u3,ɩ,root,labial,glide,glottal,stop,312.3534985,1678.798286,532.1111982,84.94508489,532.0687256,532.1536707,5.744135554,7.42583351,-0.418534446,0.14867351
T_POKEMAN_total_-41,E,fwiʔ,u2,ɩ,root,labial,glide,glottal,stop,430.8789693,1709.665005,275.2174616,105.5301455,275.1646966,275.2702267,6.065827237,7.444052727,-0.096842763,0.166892727
T_POKEMAN_total_-41,E,fwiʔ,u3,ɩ,root,labial,glide,glottal,stop,390.5276041,1738.011425,276.0412161,83.01895099,275.9997067,276.0827256,5.967498656,7.460496879,-0.195171344,0.183336879
T_POKEMAN_total_-41,E,fwiʔ,u1,ɩ,root,labial,glide,glottal,stop,385.7569572,1760.774037,274.2352584,83.41906742,274.1935489,274.276968,5.955207527,7.473508785,-0.207462473,0.196348785
T_POKEMAN_total_-73,E,gabwɩɩ,u3,ɩ,root,labial,glide,none,none,344.1970635,1833.346081,562.2234169,130.6173581,562.1581083,562.2887256,5.841214352,7.513898036,-0.321455648,0.236738036
T_POKEMAN_total_-73,E,gabwɩɩ,u1,ɩ,root,labial,glide,none,none,370.8722424,1907.035101,560.374267,132.9171528,560.3078085,560.4407256,5.915857643,7.553305012,-0.246812357,0.276145012
T_POKEMAN_total_-73,E,gabwɩɩ,u2,ɩ,root,labial,glide,none,none,343.8311512,1935.333474,561.3686262,128.1987856,561.3045268,561.4327256,5.840150697,7.568034929,-0.322519303,0.290874929
T_POKEMAN_total_120,E,gasɩ,u3,ɩ,root,dental,fricative,none,none,392.3257922,1877.486911,664.7032176,149.1169585,664.6286591,664.7777761,5.972092597,7.537689412,-0.190577403,0.260529412
T_POKEMAN_total_120,E,gasɩ,u1,ɩ,root,dental,fricative,none,none,414.2935425,1885.42578,662.779719,128.9258056,662.7152561,662.8441819,6.026574762,7.541908952,-0.136095238,0.264748952
T_POKEMAN_total_120,E,gasɩ,u2,ɩ,root,dental,fricative,none,none,396.3944067,1890.461441,663.7957652,134.4354554,663.7285475,663.862983,5.982409692,7.544576227,-0.180260308,0.267416227
T_POKEMAN_total_-72,E,gɔbwɩ,u2,ɩ,root,labial,glide,none,none,409.5403869,1734.813187,554.1620407,106.4607465,554.1088103,554.2152711,6.015035523,7.458655013,-0.147634477,0.181495013
T_POKEMAN_total_-72,E,gɔbwɩ,u1,ɩ,root,labial,glide,none,none,422.6493948,1753.400442,553.262408,97.24779725,553.2137841,553.3110319,6.046542981,7.469312291,-0.116127019,0.192152291
T_POKEMAN_total_-72,E,gɔbwɩ,u3,ɩ,root,labial,glide,none,none,390.0063324,1753.885455,554.9428596,97.24779725,554.8942357,554.9914835,5.966162976,7.469588866,-0.196507024,0.192428866
T_POKEMAN_total_124,E,gɔcwɩ ,u1,ɩ,root,labial,glide,none,none,353.2743607,1853.170871,707.963811,91.70599546,707.917958,708.009664,5.867244981,7.524653435,-0.295425019,0.247493435
T_POKEMAN_total_124,E,gɔcwɩ ,u3,ɩ,root,labial,glide,none,none,349.8196021,1904.499625,709.73215,157.7343122,709.6532828,709.8110171,5.857417599,7.551974589,-0.305252401,0.274814589
T_POKEMAN_total_129,E,gɩbɩl,u1,ɩ,pref,velar,stop,labial,stop,294.2690621,1231.745841,753.7554286,66.59400785,753.7221316,753.7887256,5.684494526,7.116187825,-0.478175474,-0.160972175
T_POKEMAN_total_129,E,gɩbɩl,u1,ɩ,root,labial,stop,dental,lateral,393.2897757,1401.922504,753.9019009,49.34842578,753.8772267,753.9265751,5.974546683,7.245599791,-0.188123317,-0.031560209
T_POKEMAN_total_149,E,gɩbɩl,u1,ɩ,pref,velar,stop,labial,stop,449.620822,1332.181564,928.9778836,59.39994973,928.9481837,929.0075836,6.10840461,7.194573151,-0.05426539,-0.082586849
T_POKEMAN_total_132,E,gəcɛ,u1,ɩ,pref,velar,stop,palatal,affricate,365.3871466,1775.200528,770.3961516,53.71428571,770.3692944,770.4230087,5.900957467,7.481668669,-0.261712533,0.204508669
T_POKEMAN_total_132,E,gəcɛ,u3,ɩ,pref,velar,stop,palatal,affricate,378.1075201,1942.581349,772.2216507,55.16602317,772.1940676,772.2492337,5.9351786,7.57177296,-0.2274914,0.29461296
T_POKEMAN_total_132,E,gəcɛ,u2,ɩ,pref,velar,stop,palatal,affricate,374.4812105,1967.294967,771.3642335,52.26254826,771.3381022,771.3903647,5.925541629,7.584414765,-0.237128371,0.307254765
T_POKEMAN_total_133,E,gɩdàn,u2,ɩ,pref,velar,stop,dental,stop,368.6356703,1482.03837,776.8162623,56.08615945,776.7882192,776.8443053,5.909808813,7.301173696,-0.252861187,0.024013696
T_POKEMAN_total_133,E,gɩdàn,u3,ɩ,pref,velar,stop,dental,stop,378.0604881,1619.223887,777.74799,48.52624089,777.7237269,777.7722531,5.935054204,7.389702231,-0.227615796,0.112542231
T_POKEMAN_total_133,E,gɩdàn,u1,ɩ,pref,velar,stop,dental,stop,375.0293315,1686.979147,775.815398,51.10072306,775.7898476,775.8409484,5.92700424,7.430694721,-0.23566576,0.153534721
T_POKEMAN_total_134,E,gədɔbwɩ,u2,ɩ,pref,velar,stop,dental,stop,396.4976925,1601.675783,782.2361159,42.37620937,782.2149278,782.257304,5.982670221,7.378805724,-0.179999779,0.101645724
T_POKEMAN_total_134,E,gədɔbwɩ,u3,ɩ,pref,velar,stop,dental,stop,339.8129528,1782.113721,783.1568342,43.62256846,783.1350229,783.1786454,5.828395327,7.485555422,-0.334274673,0.208395422
T_POKEMAN_total_134,E,gədɔbwɩ,u1,ɩ,pref,velar,stop,dental,stop,330.7980611,1792.09491,781.2119109,36.14441387,781.1938387,781.2299831,5.801508102,7.491140555,-0.361161898,0.213980555
T_POKEMAN_total_127,E,gəg̀bà,u1,ɩ,pref,velar,stop,labiovelar,stop,320.8953409,1398.419847,743.165661,40.76796369,743.145277,743.186045,5.771115029,7.243098197,-0.391554971,-0.034061803
T_POKEMAN_total_127,E,gəg̀bà,u3,ɩ,pref,velar,stop,labiovelar,stop,358.6448817,1548.583636,744.9899051,59.11354735,744.9603483,745.0194619,5.882332711,7.345096009,-0.280337289,0.067936009
T_POKEMAN_total_135,E,gə̀-jàl,u2,ɩ,pref,velar,stop,palatal,affricate,270.8220567,1721.378223,787.9223057,64.81067315,787.8899004,787.9547111,5.601461988,7.450880541,-0.561208012,0.173720541
T_POKEMAN_total_135,E,gə̀-jàl,u3,ɩ,pref,velar,stop,palatal,affricate,320.9866792,1826.413596,788.820106,47.36164576,788.7964252,788.8437869,5.771399624,7.510109539,-0.391270376,0.232949539
T_POKEMAN_total_135,E,gə̀-jàl,u1,ɩ,pref,velar,stop,palatal,affricate,300.1620487,1911.31653,786.9016421,55.03075719,786.8741267,786.9291574,5.704322491,7.555547566,-0.458347509,0.278387566
T_POKEMAN_total_136,E,gəkan,u2,ɩ,pref,velar,stop,velar,stop,379.5596302,1479.736693,794.7037764,51.73130991,794.6779107,794.729642,5.939011713,7.299619441,-0.223658287,0.022459441
T_POKEMAN_total_136,E,gəkan,u3,ɩ,pref,velar,stop,velar,stop,365.2103304,1609.629101,795.5787244,47.75197838,795.5548484,795.6026004,5.900473435,7.383759059,-0.262196565,0.106599059
T_POKEMAN_total_136,E,gəkan,u1,ɩ,pref,velar,stop,velar,stop,376.8607061,1645.945258,793.7783741,62.94398137,793.7469021,793.8098461,5.931875639,7.406070123,-0.230794361,0.128910123
T_POKEMAN_total_139,E,gəkpaŋalaŋ,u1,ɩ,pref,velar,stop,labiovelar,stop,340.4064251,1554.857119,838.9456303,39.43919345,838.9259107,838.9653499,5.830140272,7.349138936,-0.332529728,0.071978936
T_POKEMAN_total_139,E,gəkpaŋalaŋ,u3,ɩ,pref,velar,stop,labiovelar,stop,329.0214909,1601.655459,840.946378,41.14294989,840.9258065,840.9669495,5.796123071,7.378793035,-0.366546929,0.101633035
T_POKEMAN_total_139,E,gəkpaŋalaŋ,u2,ɩ,pref,velar,stop,labiovelar,stop,339.0023003,1652.202889,840.0090489,49.37351546,839.9843622,840.0337357,5.826006893,7.409864761,-0.336663107,0.132704761
T_POKEMAN_total_142,E,gəŋməlɩ,u3,ɩ,pref ,velar,stop,labiovelar,nasal,315.2410754,1559.739462,871.6144128,26.57796258,871.6011238,871.6277018,5.753337665,7.352274075,-0.409332335,0.075114075
T_POKEMAN_total_142,E,gəŋməlɩ,u1,ɩ, root ,labiovelar,nasal,dental,lateral,418.4792057,1595.457894,869.8154366,41.76536977,869.794554,869.8363193,6.036627201,7.374916055,-0.126042799,0.097756055
T_POKEMAN_total_142,E,gəŋməlɩ,u2,ɩ, root ,labiovelar,nasal,dental,lateral,383.0996856,1603.616285,870.8451396,64.54648055,870.8128663,870.8774128,5.948295231,7.380016536,-0.214374769,0.102856536
T_POKEMAN_total_142,E,gəŋməlɩ,u3,ɩ, root ,labiovelar,nasal,dental,lateral,370.8874359,1640.557452,871.8033062,58.85120285,871.7738806,871.8327318,5.915898609,7.402791373,-0.246771391,0.125631373
